species,latitude,longitude
Herpailurus yagouaroundi,-20.03336,-43.49372
Cerdocyon thous,-20.08336,-43.50556
Chrysocyon brachyurus,-20.13102,-43.51424
Leopardus pardalis,-20.08336,-43.50556
Puma concolor,-20.08336,-43.50556
Eira barbara,-20.08336,-43.50556
Cerdocyon thous,-20.13102,-43.51424
Conepatus semistriatus,-20.13102,-43.51424
Eira barbara,-20.13102,-43.51424
Leopardus pardalis,-20.13102,-43.51424
Leopardus wiedii,-20.13102,-43.51424
Nasua nasua,-20.13102,-43.51424
Procyon cancrivorus,-20.13102,-43.51424
Puma concolor,-20.13102,-43.51424
Herpailurus yagouaroundi,-20.13102,-43.51424
Chrysocyon brachyurus,-20.08336,-43.50556
Conepatus semistriatus,-20.08336,-43.50556
Leopardus guttulus,-20.08336,-43.50556
Leopardus wiedii,-20.08336,-43.50556
Nasua nasua,-20.08336,-43.50556
Procyon cancrivorus,-20.08336,-43.50556
Herpailurus yagouaroundi,-20.08336,-43.50556
Puma concolor,-20.10753,-43.49667
Leopardus pardalis,-20.10753,-43.49667
Chrysocyon brachyurus,-20.10753,-43.49667
Conepatus semistriatus,-20.10753,-43.49667
Nasua nasua,-20.11942,-43.59033
Puma concolor,-20.11942,-43.59033
Leopardus pardalis,-20.11942,-43.59033
Cerdocyon thous,-20.10753,-43.49667
Eira barbara,-20.10753,-43.49667
Leopardus guttulus,-20.10753,-43.49667
Leopardus wiedii,-20.10753,-43.49667
Nasua nasua,-20.10753,-43.49667
Procyon cancrivorus,-20.10753,-43.49667
Herpailurus yagouaroundi,-20.10753,-43.49667
Cerdocyon thous,-20.11942,-43.59033
Chrysocyon brachyurus,-20.11942,-43.59033
Conepatus semistriatus,-20.11942,-43.59033
Eira barbara,-20.11942,-43.59033
Leopardus guttulus,-20.11942,-43.59033
Leopardus wiedii,-20.11942,-43.59033
Procyon cancrivorus,-20.11942,-43.59033
Herpailurus yagouaroundi,-20.11942,-43.59033
Cerdocyon thous,-20.13072,-43.47089
Chrysocyon brachyurus,-20.13072,-43.47089
Conepatus semistriatus,-20.13072,-43.47089
Eira barbara,-20.13072,-43.47089
Leopardus guttulus,-20.13072,-43.47089
Leopardus pardalis,-20.13072,-43.47089
Leopardus wiedii,-20.13072,-43.47089
Nasua nasua,-20.13072,-43.47089
Procyon cancrivorus,-20.13072,-43.47089
Puma concolor,-20.13072,-43.47089
Herpailurus yagouaroundi,-20.13072,-43.47089
Leopardus guttulus,-20.13102,-43.51424
Eira barbara,-20.13258,-43.57383
Puma concolor,-20.13258,-43.57383
Leopardus pardalis,-20.13258,-43.57383
Eira barbara,-20.13075,-43.56261
Herpailurus yagouaroundi,-20.13075,-43.56261
Cerdocyon thous,-20.13075,-43.56261
Chrysocyon brachyurus,-20.13075,-43.56261
Conepatus semistriatus,-20.13075,-43.56261
Leopardus guttulus,-20.13075,-43.56261
Leopardus pardalis,-20.13075,-43.56261
Leopardus wiedii,-20.13075,-43.56261
Nasua nasua,-20.13075,-43.56261
Procyon cancrivorus,-20.13075,-43.56261
Puma concolor,-20.13075,-43.56261
Cerdocyon thous,-20.13258,-43.57383
Chrysocyon brachyurus,-20.13258,-43.57383
Conepatus semistriatus,-20.13258,-43.57383
Leopardus guttulus,-20.13258,-43.57383
Leopardus wiedii,-20.13258,-43.57383
Nasua nasua,-20.13258,-43.57383
Procyon cancrivorus,-20.13258,-43.57383
Herpailurus yagouaroundi,-20.13258,-43.57383
Cerdocyon thous,-20.09325,-43.47636
Chrysocyon brachyurus,-20.09325,-43.47636
Conepatus semistriatus,-20.09325,-43.47636
Eira barbara,-20.09325,-43.47636
Leopardus guttulus,-20.09325,-43.47636
Leopardus pardalis,-20.09325,-43.47636
Leopardus wiedii,-20.09325,-43.47636
Nasua nasua,-20.09325,-43.47636
Procyon cancrivorus,-20.09325,-43.47636
Puma concolor,-20.09325,-43.47636
Herpailurus yagouaroundi,-20.09325,-43.47636
Leopardus tigrinus,-13.69794,-60.41421
Nasua nasua,-15.73902,-55.76985
Eira barbara,-16.25809,-54.15256
Puma concolor,-16.25809,-54.15256
Leopardus pardalis,-16.4604,-52.62052
Eira barbara,-15.73902,-55.76985
Eira barbara,-16.4604,-52.62052
Leopardus pardalis,-13.69722,-60.4095
Leopardus tigrinus,-14.83233,-59.98511
Cerdocyon thous,-14.83233,-59.98511
Eira barbara,-14.83516,-59.97608
Eira barbara,-13.69722,-60.4095
Eira barbara,-13.70116,-60.42766
Cerdocyon thous,-16.13132,-54.1458
Cerdocyon thous,-16.93172,-51.89176
Cerdocyon thous,-16.46882,-52.62711
Cerdocyon thous,-16.25456,-54.14304
Cerdocyon thous,-16.47146,-52.61719
Cerdocyon thous,-16.25653,-54.14678
Cerdocyon thous,-16.47256,-52.6165
Nasua nasua,-16.27007,-54.15944
Cerdocyon thous,-16.91513,-51.87532
Cerdocyon thous,-16.93171,-51.87526
Cerdocyon thous,-16.45634,-52.63355
Nasua nasua,-16.25689,-54.14678
Cerdocyon thous,-16.45522,-52.63274
Nasua nasua,-16.25554,-54.14618
Cerdocyon thous,-16.92716,-51.8671
Cerdocyon thous,-16.44854,-52.62959
Nasua nasua,-16.46882,-52.62711
Puma concolor,-16.26914,-54.15818
Eira barbara,-16.27007,-54.15944
Nasua nasua,-16.47146,-52.61719
Leopardus pardalis,-16.44854,-52.62959
Nasua nasua,-16.46859,-52.62403
Cerdocyon thous,-16.45273,-52.6297
Cerdocyon thous,-16.46859,-52.62403
Cerdocyon thous,-15.74281,-55.77399
Nasua nasua,-15.74281,-55.77399
Cerdocyon thous,-15.75763,-55.77551
Nasua nasua,-16.26129,-54.15404
Cerdocyon thous,-15.72988,-55.76488
Cerdocyon thous,-15.72969,-55.76774
Eira barbara,-15.74281,-55.77399
Nasua nasua,-15.74305,-55.77511
Nasua nasua,-15.75658,-55.77603
Cerdocyon thous,-16.24757,-54.14524
Nasua nasua,-16.24757,-54.14524
Nasua nasua,-16.26914,-54.15818
Cerdocyon thous,-16.27007,-54.15944
Lycalopex vetulus,-16.47146,-52.61719
Cerdocyon thous,-16.93151,-51.87532
Chrysocyon brachyurus,-16.92957,-51.85907
Eira barbara,-16.45522,-52.63274
Leopardus pardalis,-9.46499,-69.72419
Puma concolor,-9.46499,-69.72419
Panthera onca,-9.46499,-69.72419
Eira barbara,-9.46499,-69.72419
Atelocynus microtis,-9.46499,-69.72419
Leopardus wiedii,-9.46499,-69.72419
Speothos venaticus,-9.46499,-69.72419
Procyon cancrivorus,-9.46499,-69.72419
Leopardus pardalis,-10.07845,-62.944
Eira barbara,-10.07845,-62.944
Atelocynus microtis,-9.41151,-69.96851
Atelocynus microtis,-9.46171,-69.98591
Eira barbara,-9.47647,-69.97724
Eira barbara,-9.46937,-69.9815
Leopardus pardalis,-9.412862,-69.90389
Leopardus pardalis,-9.406755,-69.90825
Leopardus pardalis,-9.399688,-69.91446
Leopardus pardalis,-9.391845,-69.92051
Leopardus pardalis,-9.38518,-69.92637
Leopardus pardalis,-9.379178,-69.93167
Leopardus pardalis,-9.441786,-69.93233
Leopardus pardalis,-9.43593,-69.93928
Leopardus pardalis,-9.429943,-69.94606
Leopardus pardalis,-9.423646,-69.95329
Leopardus pardalis,-9.417238,-69.96097
Leopardus pardalis,-9.41151,-69.9685
Leopardus pardalis,-9.484524,-69.97284
Leopardus pardalis,-9.597609,-69.97381
Leopardus pardalis,-9.476472,-69.97724
Leopardus pardalis,-9.598771,-69.9817
Leopardus pardalis,-9.461708,-69.98591
Leopardus pardalis,-9.599854,-69.98979
Leopardus pardalis,-9.45373,-69.99049
Leopardus pardalis,-9.446669,-69.99481
Leopardus pardalis,-9.601058,-69.999
Leopardus wiedii,-9.38518,-69.92637
Panthera onca,-9.406755,-69.90825
Panthera onca,-9.38518,-69.92637
Panthera onca,-9.379178,-69.93167
Panthera onca,-9.43593,-69.93928
Panthera onca,-9.429943,-69.94606
Panthera onca,-9.417238,-69.96097
Panthera onca,-9.469369,-69.9815
Panthera onca,-9.461708,-69.98591
Panthera onca,-9.601058,-69.999
Panthera onca,-9.602347,-70.00841
Procyon cancrivorus,-9.379178,-69.93167
Puma concolor,-9.412862,-69.90389
Puma concolor,-9.406755,-69.90825
Puma concolor,-9.399688,-69.91446
Puma concolor,-9.391845,-69.92051
Puma concolor,-9.38518,-69.92637
Puma concolor,-9.379178,-69.93167
Puma concolor,-9.43593,-69.93928
Puma concolor,-9.596309,-69.964340000000007
Puma concolor,-9.41151,-69.9685
Puma concolor,-9.597609,-69.97381
Puma concolor,-9.476472,-69.97724
Puma concolor,-9.598771,-69.9817
Puma concolor,-9.599854,-69.98979
Puma concolor,-9.45373,-69.99049
Puma concolor,-9.446669,-69.99481
Puma concolor,-9.601058,-69.999
Puma concolor,-9.602347,-70.00841
Leopardus pardalis,-1.58869,-59.83403
Leopardus pardalis,-1.41461,-59.911
Eira barbara,-1.41461,-59.911
Leopardus pardalis,-1.43261,-59.90739
Leopardus pardalis,-1.4365,-59.89861
Eira barbara,-1.4365,-59.89861
Leopardus wiedii,-1.4365,-59.89861
Leopardus wiedii,-1.41461,-59.911
Puma concolor,-1.41461,-59.911
Puma concolor,-1.43261,-59.90739
Panthera onca,-1.4365,-59.89861
Nasua nasua,-1.4365,-59.89861
Leopardus wiedii,-1.58869,-59.83403
Puma concolor,-1.58869,-59.83403
Herpailurus yagouaroundi,-1.58869,-59.83403
Panthera onca,-1.58869,-59.83403
Eira barbara,-1.58869,-59.83403
Nasua nasua,-1.58869,-59.83403
Leopardus pardalis,-1.83331,-59.42144
Leopardus wiedii,-1.83331,-59.42144
Puma concolor,-1.83331,-59.42144
Herpailurus yagouaroundi,-1.83331,-59.42144
Panthera onca,-1.83331,-59.42144
Eira barbara,-1.83331,-59.42144
Nasua nasua,-1.83331,-59.42144
Leopardus pardalis,-1.71786,-59.75914
Leopardus wiedii,-1.71786,-59.75914
Puma concolor,-1.71786,-59.75914
Herpailurus yagouaroundi,-1.71786,-59.75914
Panthera onca,-1.71786,-59.75914
Eira barbara,-1.71786,-59.75914
Nasua nasua,-1.71786,-59.75914
Herpailurus yagouaroundi,-1.41461,-59.911
Panthera onca,-1.41461,-59.911
Nasua nasua,-1.41461,-59.911
Leopardus wiedii,-1.43261,-59.90739
Herpailurus yagouaroundi,-1.43261,-59.90739
Panthera onca,-1.43261,-59.90739
Eira barbara,-1.43261,-59.90739
Nasua nasua,-1.43261,-59.90739
Puma concolor,-1.4365,-59.89861
Herpailurus yagouaroundi,-1.4365,-59.89861
Leopardus pardalis,-1.56058,-59.89178
Leopardus pardalis,-1.75128,-59.70758
Leopardus wiedii,-1.75128,-59.70758
Puma concolor,-1.75128,-59.70758
Herpailurus yagouaroundi,-1.75128,-59.70758
Panthera onca,-1.75128,-59.70758
Eira barbara,-1.75128,-59.70758
Nasua nasua,-1.75128,-59.70758
Leopardus wiedii,-1.56058,-59.89178
Puma concolor,-1.56058,-59.89178
Herpailurus yagouaroundi,-1.56058,-59.89178
Panthera onca,-1.56058,-59.89178
Eira barbara,-1.56058,-59.89178
Nasua nasua,-1.56058,-59.89178
Leopardus pardalis,-1.58478,-59.87183
Leopardus wiedii,-1.58478,-59.87183
Puma concolor,-1.58478,-59.87183
Herpailurus yagouaroundi,-1.58478,-59.87183
Panthera onca,-1.58478,-59.87183
Eira barbara,-1.58478,-59.87183
Nasua nasua,-1.58478,-59.87183
Leopardus pardalis,-1.51414,-59.73981
Leopardus wiedii,-1.51414,-59.73981
Puma concolor,-1.51414,-59.73981
Herpailurus yagouaroundi,-1.51414,-59.73981
Panthera onca,-1.51414,-59.73981
Eira barbara,-1.51414,-59.73981
Nasua nasua,-1.51414,-59.73981
Leopardus pardalis,-1.65092,-59.84236
Eira barbara,-1.65092,-59.84236
Puma concolor,-1.65092,-59.84236
Leopardus pardalis,-1.486,-59.868
Nasua nasua,-1.65092,-59.84236
Leopardus wiedii,-1.65092,-59.84236
Eira barbara,-1.486,-59.868
Panthera onca,-1.65092,-59.84236
Panthera onca,-1.486,-59.868
Herpailurus yagouaroundi,-1.486,-59.868
Leopardus wiedii,-1.486,-59.868
Nasua nasua,-1.486,-59.868
Puma concolor,-1.486,-59.868
Herpailurus yagouaroundi,-1.65092,-59.84236
Puma concolor,-1.52264,-59.82892
Panthera onca,-1.46906,-59.83633
Leopardus pardalis,-1.52264,-59.82892
Leopardus wiedii,-1.52264,-59.82892
Herpailurus yagouaroundi,-1.52264,-59.82892
Panthera onca,-1.52264,-59.82892
Eira barbara,-1.52264,-59.82892
Nasua nasua,-1.52264,-59.82892
Leopardus pardalis,-1.46906,-59.83633
Leopardus wiedii,-1.46906,-59.83633
Puma concolor,-1.46906,-59.83633
Herpailurus yagouaroundi,-1.46906,-59.83633
Eira barbara,-1.46906,-59.83633
Nasua nasua,-1.46906,-59.83633
Leopardus pardalis,-1.54763,-59.75144
Leopardus wiedii,-1.54763,-59.75144
Puma concolor,-1.54763,-59.75144
Herpailurus yagouaroundi,-1.54763,-59.75144
Panthera onca,-1.54763,-59.75144
Eira barbara,-1.54763,-59.75144
Nasua nasua,-1.54763,-59.75144
Leopardus pardalis,-1.3953,-59.77813
Leopardus wiedii,-1.3953,-59.77813
Puma concolor,-1.3953,-59.77813
Herpailurus yagouaroundi,-1.3953,-59.77813
Panthera onca,-1.3953,-59.77813
Eira barbara,-1.3953,-59.77813
Nasua nasua,-1.3953,-59.77813
Leopardus pardalis,-1.8771,-59.44074
Leopardus wiedii,-1.8771,-59.44074
Puma concolor,-1.8771,-59.44074
Herpailurus yagouaroundi,-1.8771,-59.44074
Panthera onca,-1.8771,-59.44074
Eira barbara,-1.8771,-59.44074
Nasua nasua,-1.8771,-59.44074
Leopardus pardalis,-1.73847,-59.44456
Puma concolor,-1.73847,-59.44456
Leopardus pardalis,-1.79306,-59.51269
Puma concolor,-1.79306,-59.51269
Nasua nasua,-1.79306,-59.51269
Eira barbara,-1.79306,-59.51269
Panthera onca,-1.73847,-59.44456
Leopardus pardalis,-1.84139,-59.35258
Puma concolor,-1.84139,-59.35258
Leopardus wiedii,-1.79306,-59.51269
Panthera onca,-1.79306,-59.51269
Leopardus wiedii,-1.73847,-59.44456
Herpailurus yagouaroundi,-1.73847,-59.44456
Eira barbara,-1.73847,-59.44456
Nasua nasua,-1.73847,-59.44456
Leopardus wiedii,-1.84139,-59.35258
Herpailurus yagouaroundi,-1.84139,-59.35258
Panthera onca,-1.84139,-59.35258
Eira barbara,-1.84139,-59.35258
Nasua nasua,-1.84139,-59.35258
Herpailurus yagouaroundi,-1.79306,-59.51269
Leopardus pardalis,-1.79147,-59.44756
Leopardus wiedii,-1.79147,-59.44756
Puma concolor,-1.79147,-59.44756
Herpailurus yagouaroundi,-1.79147,-59.44756
Panthera onca,-1.79147,-59.44756
Eira barbara,-1.79147,-59.44756
Nasua nasua,-1.79147,-59.44756
Leopardus pardalis,-1.59539,-59.44275
Leopardus pardalis,-1.67478,-59.71653
Puma concolor,-1.59539,-59.44275
Nasua nasua,-1.67478,-59.71653
Puma concolor,-1.67478,-59.71653
Leopardus pardalis,-1.68219,-59.65336
Puma concolor,-1.68219,-59.65336
Panthera onca,-1.67478,-59.71653
Panthera onca,-1.59539,-59.44275
Eira barbara,-1.59539,-59.44275
Leopardus pardalis,-1.77514,-59.69272
Panthera onca,-1.68219,-59.65336
Eira barbara,-1.68219,-59.65336
Leopardus wiedii,-1.67478,-59.71653
Eira barbara,-1.67478,-59.71653
Herpailurus yagouaroundi,-1.67478,-59.71653
Leopardus wiedii,-1.77514,-59.69272
Puma concolor,-1.77514,-59.69272
Herpailurus yagouaroundi,-1.77514,-59.69272
Panthera onca,-1.77514,-59.69272
Eira barbara,-1.77514,-59.69272
Nasua nasua,-1.77514,-59.69272
Leopardus wiedii,-1.68219,-59.65336
Herpailurus yagouaroundi,-1.68219,-59.65336
Nasua nasua,-1.68219,-59.65336
Leopardus wiedii,-1.59539,-59.44275
Herpailurus yagouaroundi,-1.59539,-59.44275
Nasua nasua,-1.59539,-59.44275
Leopardus pardalis,-1.83,-59.63258
Leopardus wiedii,-1.83,-59.63258
Puma concolor,-1.83,-59.63258
Herpailurus yagouaroundi,-1.83,-59.63258
Panthera onca,-1.83,-59.63258
Eira barbara,-1.83,-59.63258
Nasua nasua,-1.83,-59.63258
Leopardus pardalis,-1.87447,-59.66106
Leopardus wiedii,-1.87447,-59.66106
Puma concolor,-1.87447,-59.66106
Herpailurus yagouaroundi,-1.87447,-59.66106
Panthera onca,-1.87447,-59.66106
Eira barbara,-1.87447,-59.66106
Nasua nasua,-1.87447,-59.66106
Leopardus pardalis,-1.83472,-59.59528
Leopardus wiedii,-1.83472,-59.59528
Puma concolor,-1.83472,-59.59528
Herpailurus yagouaroundi,-1.83472,-59.59528
Panthera onca,-1.83472,-59.59528
Eira barbara,-1.83472,-59.59528
Nasua nasua,-1.83472,-59.59528
Leopardus pardalis,-1.74878,-59.74472
Nasua nasua,-1.74878,-59.74472
Eira barbara,-1.74878,-59.74472
Puma concolor,-1.74878,-59.74472
Herpailurus yagouaroundi,-1.74878,-59.74472
Leopardus pardalis,-1.76331,-59.67925
Leopardus wiedii,-1.69639,-59.61922
Leopardus wiedii,-1.74878,-59.74472
Panthera onca,-1.74878,-59.74472
Leopardus wiedii,-1.76331,-59.67925
Puma concolor,-1.76331,-59.67925
Herpailurus yagouaroundi,-1.76331,-59.67925
Panthera onca,-1.76331,-59.67925
Eira barbara,-1.76331,-59.67925
Nasua nasua,-1.76331,-59.67925
Leopardus pardalis,-1.69639,-59.61922
Puma concolor,-1.69639,-59.61922
Herpailurus yagouaroundi,-1.69639,-59.61922
Panthera onca,-1.69639,-59.61922
Eira barbara,-1.69639,-59.61922
Nasua nasua,-1.69639,-59.61922
Leopardus pardalis,-1.76706,-59.36247
Leopardus wiedii,-1.76706,-59.36247
Puma concolor,-1.76706,-59.36247
Herpailurus yagouaroundi,-1.76706,-59.36247
Panthera onca,-1.76706,-59.36247
Eira barbara,-1.76706,-59.36247
Nasua nasua,-1.76706,-59.36247
Puma concolor,-1.70681,-59.78153
Leopardus pardalis,-1.70681,-59.78153
Leopardus pardalis,-1.83436,-59.68253
Leopardus pardalis,-1.82264,-59.71933
Leopardus wiedii,-1.82264,-59.71933
Puma concolor,-1.83908,-59.70642
Leopardus pardalis,-1.85578,-59.72139
Nasua nasua,-1.85578,-59.72139
Puma concolor,-1.82264,-59.71933
Panthera onca,-1.70681,-59.78153
Leopardus pardalis,-1.83908,-59.70642
Leopardus wiedii,-1.85578,-59.72139
Panthera onca,-1.85578,-59.72139
Eira barbara,-1.85578,-59.72139
Herpailurus yagouaroundi,-1.82264,-59.71933
Nasua nasua,-1.82264,-59.71933
Herpailurus yagouaroundi,-1.70681,-59.78153
Eira barbara,-1.70681,-59.78153
Nasua nasua,-1.70681,-59.78153
Leopardus wiedii,-1.70681,-59.78153
Leopardus wiedii,-1.83436,-59.68253
Puma concolor,-1.83436,-59.68253
Herpailurus yagouaroundi,-1.83436,-59.68253
Panthera onca,-1.83436,-59.68253
Eira barbara,-1.83436,-59.68253
Nasua nasua,-1.83436,-59.68253
Leopardus wiedii,-1.83908,-59.70642
Herpailurus yagouaroundi,-1.83908,-59.70642
Panthera onca,-1.83908,-59.70642
Eira barbara,-1.83908,-59.70642
Nasua nasua,-1.83908,-59.70642
Puma concolor,-1.85578,-59.72139
Herpailurus yagouaroundi,-1.85578,-59.72139
Panthera onca,-1.82264,-59.71933
Eira barbara,-1.82264,-59.71933
Puma concolor,-1.50542,-59.82231
Puma concolor,-1.506,-59.78944
Leopardus pardalis,-1.48775,-59.78719
Leopardus pardalis,-1.506,-59.78944
Leopardus pardalis,-1.50542,-59.82231
Leopardus wiedii,-1.50542,-59.82231
Herpailurus yagouaroundi,-1.50542,-59.82231
Panthera onca,-1.50542,-59.82231
Eira barbara,-1.50542,-59.82231
Nasua nasua,-1.50542,-59.82231
Leopardus wiedii,-1.48775,-59.78719
Puma concolor,-1.48775,-59.78719
Herpailurus yagouaroundi,-1.48775,-59.78719
Panthera onca,-1.48775,-59.78719
Eira barbara,-1.48775,-59.78719
Nasua nasua,-1.48775,-59.78719
Leopardus wiedii,-1.506,-59.78944
Herpailurus yagouaroundi,-1.506,-59.78944
Panthera onca,-1.506,-59.78944
Eira barbara,-1.506,-59.78944
Nasua nasua,-1.506,-59.78944
Eira barbara,-1.62025,-59.62353
Panthera onca,-1.62025,-59.62353
Leopardus pardalis,-1.62025,-59.62353
Puma concolor,-1.62025,-59.62353
Herpailurus yagouaroundi,-1.62025,-59.62353
Nasua nasua,-1.62025,-59.62353
Leopardus wiedii,-1.62025,-59.62353
Puma concolor,-1.81422,-59.256
Puma concolor,-1.79519,-59.265860000000004
Leopardus pardalis,-1.79411,-59.24772
Panthera onca,-1.81422,-59.256
Leopardus pardalis,-1.79519,-59.265860000000004
Puma concolor,-1.62753,-59.75361
Puma concolor,-1.79411,-59.24772
Panthera onca,-1.79519,-59.265860000000004
Leopardus wiedii,-1.62753,-59.75361
Leopardus pardalis,-1.62753,-59.75361
Herpailurus yagouaroundi,-1.62753,-59.75361
Panthera onca,-1.79411,-59.24772
Leopardus pardalis,-1.81422,-59.256
Leopardus wiedii,-1.81422,-59.256
Eira barbara,-1.81422,-59.256
Nasua nasua,-1.62753,-59.75361
Herpailurus yagouaroundi,-1.79411,-59.24772
Nasua nasua,-1.79411,-59.24772
Nasua nasua,-1.79519,-59.265860000000004
Panthera onca,-1.62753,-59.75361
Eira barbara,-1.62753,-59.75361
Leopardus wiedii,-1.79411,-59.24772
Eira barbara,-1.79411,-59.24772
Herpailurus yagouaroundi,-1.81422,-59.256
Nasua nasua,-1.81422,-59.256
Leopardus wiedii,-1.79519,-59.265860000000004
Herpailurus yagouaroundi,-1.79519,-59.265860000000004
Eira barbara,-1.79519,-59.265860000000004
Lycalopex griseus,-32.24388,-66.23916
Conepatus chinga,-32.24388,-66.23916
Lycalopex griseus,-32.12817,-66.02085
Conepatus chinga,-32.51472,-67.07789
Herpailurus yagouaroundi,-32.51472,-67.07789
Lycalopex griseus,-32.58858,-67.21841
Conepatus chinga,-32.47237,-66.96392
Lycalopex griseus,-32.47463,-66.96989
Leopardus geoffroyi,-32.42047,-67.00124
Conepatus chinga,-32.48543,-66.98389
Conepatus chinga,-32.47463,-66.96989
Herpailurus yagouaroundi,-32.42047,-67.00124
Leopardus pardalis,-4.00889,-42.03194
Conepatus semistriatus,-4.00889,-42.03194
Galictis sp.,-4.00889,-42.03194
Cerdocyon thous,-4.00889,-42.03194
Procyon cancrivorus,-4.00889,-42.03194
Leopardus tigrinus,-4.00889,-42.03194
Herpailurus yagouaroundi,-4.00889,-42.03194
Puma concolor,-4.00889,-42.03194
Cerdocyon thous,-4.09461,-41.69928
Cerdocyon thous,-4.07556,-41.70606
Leopardus pardalis,-4.093,-41.69731
Leopardus pardalis,-4.12139,-41.719
Leopardus tigrinus,-4.08953,-41.70036
Leopardus tigrinus,-4.07556,-41.70606
Herpailurus yagouaroundi,-4.12139,-41.719
Procyon cancrivorus,-4.10833,-41.72322
Cerdocyon thous,-4.10394,-41.71611
Cerdocyon thous,-4.10175,-41.71344
Cerdocyon thous,-4.10394,-41.71572
Cerdocyon thous,-4.10147,-41.71283
Cerdocyon thous,-4.10392,-41.71939
Cerdocyon thous,-4.105,-41.72183
Procyon cancrivorus,-4.10394,-41.71611
Procyon cancrivorus,-4.105,-41.72183
Leopardus tigrinus,-4.10175,-41.71344
Leopardus pardalis,-4.12347,-41.6845
Galictis sp.,-4.13044,-41.68736
Galictis sp.,-4.12703,-41.68775
Leopardus pardalis,-4.12244,-41.68575
Leopardus pardalis,-4.12867,-41.68794
Conepatus semistriatus,-4.12347,-41.6845
Conepatus semistriatus,-4.12244,-41.68575
Cerdocyon thous,-4.10242,-41.71433
Cerdocyon thous,-4.11197,-41.69708
Cerdocyon thous,-4.11603,-41.69183
Cerdocyon thous,-4.09325,-41.74069
Procyon cancrivorus,-4.10881,-41.68814
Leopardus pardalis,-4.09294,-41.73733
Leopardus tigrinus,-4.10742,-41.689
Leopardus tigrinus,-4.10636,-41.69042
Conepatus semistriatus,-4.09397,-41.74194
Cerdocyon thous,-4.09011,-41.71464
Cerdocyon thous,-4.09058,-41.71525
Galictis sp.,-4.09011,-41.71464
Leopardus pardalis,-4.09011,-41.71464
Leopardus pardalis,-4.09058,-41.71525
Herpailurus yagouaroundi,-4.09011,-41.71464
Cerdocyon thous,-4.09172,-41.72939
Cerdocyon thous,-4.09519,-41.73208
Cerdocyon thous,-4.09058,-41.71494
Cerdocyon thous,-4.087,-41.72706
Leopardus pardalis,-4.09058,-41.71494
Leopardus pardalis,-4.09286,-41.73564
Conepatus semistriatus,-4.087,-41.72706
Cerdocyon thous,-4.08692,-41.72483
Cerdocyon thous,-4.09367,-41.73086
Procyon cancrivorus,-4.0945,-41.73983
Procyon cancrivorus,-4.09442,-41.74028
Leopardus pardalis,-4.087,-41.72706
Conepatus semistriatus,-4.08692,-41.72483
Puma concolor,-4.09058,-41.71494
Potos flavus,-20.43507,-41.79287
Conepatus semistriatus,-15.76127,-41.2105
Herpailurus yagouaroundi,-15.76127,-41.2105
Cerdocyon thous,-15.76127,-41.2105
Cerdocyon thous,-16.00669,-41.37725
Nasua nasua,-16.00669,-41.37725
Conepatus semistriatus,-16.00669,-41.37725
Eira barbara,-17.9956,-41.60527
Leopardus sp.,-15.76127,-41.2105
Leopardus tigrinus,-15.76127,-41.2105
Puma concolor,-16.00669,-41.37725
Conepatus semistriatus,-15.85,-41.44551
Puma concolor,-15.85,-41.44551
Cerdocyon thous,-17.99357,-41.60281
Leopardus pardalis,-16.00669,-41.37725
Cerdocyon thous,-15.85,-41.44551
Nasua nasua,-20.43507,-41.79287
Leopardus sp.,-20.43507,-41.79287
Eira barbara,-20.43507,-41.79287
Leopardus guttulus,-20.43507,-41.79287
Nasua nasua,-20.85498,-41.9493
Leopardus sp.,-20.48756,-41.84321
Nasua nasua,-20.48756,-41.84321
Eira barbara,-20.48756,-41.84321
Nasua nasua,-20.48209,-41.85181
Potos flavus,-20.49059,-41.73934
Nasua nasua,-20.49285,-41.73498
Leopardus guttulus,-20.55287,-41.76243
Cerdocyon thous,-15.76761,-41.22509
Cerdocyon thous,-15.76882,-41.22074
Cerdocyon thous,-15.76919,-41.21265
Herpailurus yagouaroundi,-15.76761,-41.22509
Conepatus semistriatus,-15.76926,-41.21694
Eira barbara,-17.99357,-41.60281
Cerdocyon thous,-16.00339,-41.37997
Nasua nasua,-16.00339,-41.37997
Nasua nasua,-16.00147,-41.38231
Cerdocyon thous,-16.00147,-41.38231
Leopardus sp.,-15.76691,-41.2281
Leopardus tigrinus,-15.76691,-41.2281
Cerdocyon thous,-15.76791,-41.22546
Puma concolor,-16.00098,-41.38831
Conepatus semistriatus,-16.00098,-41.38831
Eira barbara,-18.00483,-41.61312
Cerdocyon thous,-18.00483,-41.61312
Puma concolor,-15.84579,-41.47212
Puma concolor,-15.84613,-41.47062
Cerdocyon thous,-15.8491,-41.46155
Conepatus semistriatus,-16.0061,-41.37412
Leopardus pardalis,-16.0061,-41.37412
Eira barbara,-20.4909,-41.82144
Cerdocyon thous,-15.38799,-41.38799
Conepatus semistriatus,-15.85333,-41.44895
Nasua nasua,-16.01564,-41.36314
Conepatus semistriatus,-16.00147,-41.38231
Conepatus semistriatus,-15.84579,-41.47212
Nasua nasua,-20.85581,-41.94706
Nasua narica,15.92002,-93.21849
Puma concolor,15.92002,-93.21849
Urocyon cinereoargenteus,15.92002,-93.21849
Puma concolor,15.9981,-93.46322
Nasua narica,15.9981,-93.46322
Leopardus wiedii,15.92002,-93.21849
Urocyon cinereoargenteus,15.9981,-93.46322
